店名,住所,緯度,経度,開始,終了,点数,レビュー数,URL
一乃蔵 Ichinokura,神奈川県 横浜市 港北区 綱島西1-4-23 ソリスト綱島 1Ｆ Yokohama,35.5378073,139.6349679,12:00,17:00,4.7,14.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%80%E4%B9%83%E8%94%B5-ichinokura/tDqZooqwS9SPvRxhf05FEg
私のアジア 武蔵中原店 Watashi no Asia Musashinakahara,川崎市中原区 下小田中1-6-20 鹿島ビル1F Kawasaki,35.5810922,139.6388929,11:00,22:30,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A7%81%E3%81%AE%E3%82%A2%E3%82%B7%E3%82%A2-%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E5%BA%97-watashi-no-asia-musashinakahara/mRVCqDX1Q46LET2mT0rT_g
ナイン 綱島店 NINE Tsunashima,1 Chome-2-9 Tsunashimanishi Kōhoku-Ku Yokohama-Shi Kanagawa-Ken  Japan ゴールデンパーク第6吉田ビル 1F,35.537950200000004,139.6354986,10:30,21:30,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%82%A4%E3%83%B3-%E7%B6%B1%E5%B3%B6%E5%BA%97-nine-tsunashima/KV4Sh4ztRGOWgTX-yO_D1g
インディアンハウス Indian House,Hisasue Takatsu-Ku Kawasaki-Shi Kanagawa-ken,35.565137,139.615241,11:00,22:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%86%E3%82%A3%E3%82%A2%E3%83%B3%E3%83%8F%E3%82%A6%E3%82%B9-indian-house/OprzSq5iSoS8qWEcPDIqRw
サンマルクカフェ 綱島西 Saintmarccafe Tsunashima Nishi,神奈川県横浜市港北区綱島西2-6-17 Kanagawa,35.5362474,139.63242759999997,08:30,11:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%B3%E3%83%9E%E3%83%AB%E3%82%AF%E3%82%AB%E3%83%95%E3%82%A7-%E7%B6%B1%E5%B3%B6%E8%A5%BF-saintmarccafe-tsunashima-nishi/_9LpGeSdQWWEMAtDTi_msQ
うさぎ＆みかん USAGI and MIKAN,川崎市高津区 明津188 Kawasaki,35.568031299999994,139.6352608,11:00,18:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%86%E3%81%95%E3%81%8D%26%E3%81%BF%E3%81%8B%E3%82%93-usagi-and-mikan/bPHOHmKFTtOHDF8iWVm2Pw
ガネーサ Ganesa,Kōhoku-Ku Hiyoshihonchō 4 Chome−1 1F Yokohama-Shi Kanagawa-ken,35.547087,139.639531,11:00,21:30,4.6,34.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%8D%E3%83%BC%E3%82%B5-ganesa/xkXK0s1ZSjCtDRc34JOf9w
ナイン 元住吉店 NINE Motosumiyoshi,1-Chōme-32-11 Kizuki Nakahara-Ku Kawasaki-Shi Kanagawa-Ken  Japan 日生ハイツ1F南,35.56475139999999,139.6525159,11:30,21:30,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%82%A4%E3%83%B3-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-nine-motosumiyoshi/CRTlZO1OTeuERRexYcbdAA
カレーナロンキッチン - 矢向 Curry Nalon Kitchen - Yakou,Yakō 6 Chome−12 矢向6-12 ナロン 横浜市鶴見区 神奈川県,35.539287,139.678304,11:00,23:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8A%E3%83%AD%E3%83%B3%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E7%9F%A2%E5%90%91-curry-nalon-kitchen-yakou/RV_-nHQMT5aS404HJd8B9Q
一本堂 武蔵新城店 ＩＰＰＯＮＤＯＵ,中原区新城 1丁目15-6,35.5839890145518,139.63135640264346,11:00,18:30,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%80%E6%9C%AC%E5%A0%82-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-ippondou/dYe1rM_tTfqulryWmeXr8w
ファミリーキッチン Family Kitchen,Yakō 6 Chome−12−3 Yokohama-Shi Kanagawa-ken,35.539252000000005,139.678276,11:00,23:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-family-kitchen/TE3lJGHoStSw2sBYLy8q5g
牛かつ黒べこ 平間 Gyukatsu Kurobeko Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%81%8B%E3%81%A4%E9%BB%92%E3%81%B8%E3%81%93-%E5%B9%B3%E9%96%93-gyukatsu-kurobeko-hirama/CcaLIqSaS06Uc8vKZvnuwA
インド・ネパール ダイニング＆バー ニュープルニマ 駒岡店 Indian & Nepali Dining & Bar Purnima,鶴見区駒岡１－２７－４ Yokohama,35.5250189,139.6508797,11:00,23:00,4.1,14.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%83%BB%E3%83%8D%E3%83%8F%E3%83%BC%E3%83%AB-%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF%26%E3%83%8F%E3%83%BC-%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%95%E3%83%AB%E3%83%8B%E3%83%9E-%E9%A7%92%E5%B2%A1%E5%BA%97-indian-%26-nepali-dining-%26-bar-purnima/CoOHToKfQZGGEclY1OV32w
タイレストラン アロイ武蔵新城店 THAIRESUTAURANT AROI,中原区上新城２－６－１３  張本ビル１Ｆ Kanagawa,35.5881529,139.63083410000002,10:45,22:15,4.2,10.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%A2%E3%83%AD%E3%82%A4%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-thairesutaurant-aroi/gGxrtnAaS1OKeONG53wCdA
博多黒カレー堂 Hakata Black Curry-Dou,神奈川県 川崎市 中原区 上平間 1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,3.8,13.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%9A%E5%A4%9A%E9%BB%92%E3%82%AB%E3%83%AC%E3%83%BC%E5%A0%82-hakata-black-curry-dou/wtkKaWzMQnGxseLMofMzXw
グリルコーナー Grill Corner,6 Chome-12-3 Yakō Tsurumi-Ku Yokohama-Shi Kanagawa-ken,35.539274,139.678278,11:00,23:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%AA%E3%83%AB%E3%82%B3%E3%83%BC%E3%83%8A%E3%83%BC-grill-corner/C8yEV--ER32c8mITW6F4hA
エスニック料理 ニュープルニマ Ethnic Food New Purnima,鶴見区駒岡１－２７－４ Yokohama,35.5250189,139.6508797,11:00,23:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A8%E3%82%B9%E3%83%8B%E3%83%83%E3%82%AF%E6%96%99%E7%90%86-%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%95%E3%83%AB%E3%83%8B%E3%83%9E-ethnic-food-new-purnima/7bzMy8sDRXCljtuIR6nbdg
宅配どんぶり専門店 「シンプルis丼」 Simple is Don,日本、〒 神奈川県川崎市中原区上平間１３４０ 高橋ハイツ101,35.55760520364369,139.67668364879916,11:00,21:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%AE%85%E9%85%8D%E3%81%A8%E3%82%93%E3%81%B5%E3%82%8A%E5%B0%82%E9%96%80%E5%BA%97-%E3%82%B7%E3%83%B3%E3%83%95%E3%83%ABis%E4%B8%BC-simple-is-don/pA4CAnY9QSysuUOum5estg
グラッチェガーデンズ 川崎木月店 Grazie Gardens Kawasaki Kizuki,神奈川県川崎市中原区木月４丁目３８－４ ビージェネテック２Ｆ,35.55907379999999,139.65264130000003,10:30,22:00,4.3,17.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%A9%E3%83%83%E3%83%81%E3%82%A7%E3%82%AB%E3%83%BC%E3%83%86%E3%83%B3%E3%82%B9-%E5%B7%9D%E5%B4%8E%E6%9C%A8%E6%9C%88%E5%BA%97-grazie-gardens-kawasaki-kizuki/hTCzc94KRLCrDXKrjL3jjg
ナポリの窯 元住吉 Naporinokama Motosumiyoshi,神奈川県川崎市中原区井田中ﾉ町41-6 Kanagawa,35.563486299999994,139.6448727,11:00,22:00,4.5,51.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%9B%E3%83%AA%E3%81%AE%E7%AA%AF-%E5%85%83%E4%BD%8F%E5%90%89-naporinokama-motosumiyoshi/8sTOD0idRyuv1cIo0Yh_fA
藍屋 武蔵小杉店  Aiya Musashi Kosugi,神奈川県川崎市中原区新丸子東３丁目１１５６－２,35.5736715,139.6617199,11:00,21:00,4.3,43.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%97%8D%E5%B1%8B-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-aiya-musashi-kosugi/pTRkmFZ4RfSbf2aud8VA4w
ローストビーフ野郎 Roast Beef Yaro,Yakō 6 Chome−12−3 Yokohama-Shi Kanagawa-ken,35.539252000000005,139.678276,11:00,23:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%AD%E3%83%BC%E3%82%B9%E3%83%88%E3%83%92%E3%83%BC%E3%83%95%E9%87%8E%E9%83%8E-roast-beef-yaro/T0Q0SKbeS5G95D-44FeQog
ブッダム 綱島店 Buddham Asian Dining&Delivery Tsunashima,4 Chome-7-１３ Tsunashimanishi Kōhoku-Ku Yokohama-Shi Kanagawa-Ken  Japan,35.54153520000001,139.6274176,10:30,22:30,4.6,56.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%83%E3%82%BF%E3%83%A0-%E7%B6%B1%E5%B3%B6%E5%BA%97-buddham-asian-dining%26delivery-tsunashima/3j3ZcSBqTJKezQpUvVm6vQ
すき家 1国鶴見下末吉店 Sukiya 1 koku Tsurumi Shimo-Sueyoshi,横浜市鶴見区下末吉4-4-18 ｺｰﾎﾟ鶴石1f,35.5210568,139.6712776,09:00,23:59,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-1%E5%9B%BD%E9%B6%B4%E8%A6%8B%E4%B8%8B%E6%9C%AB%E5%90%89%E5%BA%97-sukiya-1-koku-tsurumi-shimo-sueyoshi/i-qbC1V0Qd2rR4qEMlAWCg
インドレストラン サガルマータ 日吉店 Indian Restaurant Sagarmatha Hiyoshi Store,神奈川県 横浜市 港北区 日吉 7-12-3 Kanagawa,35.5461284,139.65062580000003,11:00,22:00,4.5,108.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B5%E3%82%AB%E3%83%AB%E3%83%9E%E3%83%BC%E3%82%BF-%E6%97%A5%E5%90%89%E5%BA%97-indian-restaurant-sagarmatha-hiyoshi-store/amaruQNVTumlUK3VqvVArg
イクミママのどうぶつドーナツ！ Ikumimama Animal Donuts,Nakahara-Ku Kizuki 3 Chome−6 モトスミコア Kawasaki-Shi Kanagawa-ken,35.565569,139.65082900000002,10:00,18:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%82%AF%E3%83%9F%E3%83%9E%E3%83%9E%E3%81%AE%E3%81%A8%E3%81%86%E3%81%B5%E3%81%A4%E3%83%88%E3%83%BC%E3%83%8A%E3%83%84!-ikumimama-animal-donuts/Wbxb-076T2ifefItrHF3cQ
ヒマラヤ ダイニング＆バー 綱島店 Himaraya Dining&Bar,1 Chome-6-17 Tsunashimanishi Kōhoku-Ku Yokohama-Shi Kanagawa-Ken  Japan 2F,35.536972600000006,139.6344487,11:00,22:45,4.4,93.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4-%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF%26%E3%83%8F%E3%83%BC-%E7%B6%B1%E5%B3%B6%E5%BA%97-himaraya-dining%26bar/VPl8YsIRSFmFi53gk78-tA
ココス 日吉 COCO'S Hiyoshi,横浜市港北区日吉7-13-7 Kanagawa,35.5460677,139.6515998,11:00,21:00,4.4,68.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B3%E3%82%B3%E3%82%B9-%E6%97%A5%E5%90%89-cocos-hiyoshi/WfKY7mpPTmCgkzVMVy41DQ
ジョナサン 綱島店 Jonathan's Tsunashima,神奈川県横浜市港北区箕輪町２丁目５－２５ プレイヤー日吉２Ｆ,35.544639000000004,139.643136,10:30,22:00,4.6,38.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E7%B6%B1%E5%B3%B6%E5%BA%97-jonathans-tsunashima/UT7RGfGhRzS1kHgAcA0dfA
とろけるハンバーグ 福よし Fukuyoshi Grill&Humburg,神奈川県 川崎市 中原区 上平間 1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,4.5,21.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%A8%E3%82%8D%E3%81%91%E3%82%8B%E3%83%8F%E3%83%B3%E3%83%8F%E3%83%BC%E3%82%AF-%E7%A6%8F%E3%82%88%E3%81%97-fukuyoshi-grill%26humburg/4nAcMEdWSAKzI_RiVOz7OA
ひととき Hitotoki,4 Chome-7-10 Shimodachō Kōhoku-Ku 久保寺ハイツ1階 B号 Yokohama-Shi Kanagawa-ken,35.558713,139.631232,11:45,17:00,5.0,15.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%B2%E3%81%A8%E3%81%A8%E3%81%8D-hitotoki/kn6ybF3sQB6z7fUbu-0iKw
銀座コージーコーナー 綱島店 Ginza Cozy Corner Tsunashima,神奈川県横浜市港北区綱島西1-6-2 若泉ﾋﾞﾙ1F,35.536635700000005,139.6342555,10:00,20:00,4.9,14.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%8A%80%E5%BA%A7%E3%82%B3%E3%83%BC%E3%82%B7%E3%83%BC%E3%82%B3%E3%83%BC%E3%83%8A%E3%83%BC-%E7%B6%B1%E5%B3%B6%E5%BA%97-ginza-cozy-corner-tsunashima/kmYaPqPETlmIpEoCQhqIsA
和食レストランとんでん 子母口店 Tonden Shiboguchi,神奈川県川崎市高津区子母口281-2,35.5722293,139.629937,11:00,21:00,4.5,26.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%92%8C%E9%A3%9F%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%81%A8%E3%82%93%E3%81%A6%E3%82%93-%E5%AD%90%E6%AF%8D%E5%8F%A3%E5%BA%97-tonden-shiboguchi/YMZh_J6gRYCLzz1j6mVtwA
魚ダイニングJin sakana dining Jin,川崎市中原区新丸子東1-827 YM新丸子1F,35.58023652485256,139.66324782926563,12:30,23:55,4.6,32.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%AD%9A%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AFjin-sakana-dining-jin/29-WznFeQI-VpQj6ZY7t-w
マハラジャ バグ Maharaja Bag,神奈川県横浜市港北区日吉本町1-24-4,35.55264052307759,139.6457766005272,11:00,21:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%83%8F%E3%83%A9%E3%82%B7%E3%83%A3-%E3%83%8F%E3%82%AF-maharaja-bag/x4zbGpC-Q1aQ6hMOjdIRHw
新城テラス Shinjo-Terrace,Nakahara-Ku Kamishinjō 2 Chome−7 Kawasaki-Shi Kanagawa-ken,35.587996000000004,139.630511,10:00,16:00,4.8,20.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%96%B0%E5%9F%8E%E3%83%86%E3%83%A9%E3%82%B9-shinjo-terrace/q2luYWUbTwKVsOO-cnkyyg
ハンバーグ&カレー ぷちっく Hamburger & Curry puchikku,川崎市高津区 千年22-11 Kawasaki,35.5722052,139.62349019999996,11:00,20:30,4.7,15.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%B3%E3%83%8F%E3%83%BC%E3%82%AF%26%E3%82%AB%E3%83%AC%E3%83%BC-%E3%81%B5%E3%81%A1%E3%81%A3%E3%81%8F-hamburger-%26-curry-puchikku/NgsmSywKRDaE9dK_YJiDVA
和食さと 川崎等々力 Washoku Sato Kawasakitodoroki,神奈川県川崎市中原区宮内4-7-19 Kanagawa,35.5840971,139.64686880000002,11:00,21:00,4.0,36.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%92%8C%E9%A3%9F%E3%81%95%E3%81%A8-%E5%B7%9D%E5%B4%8E%E7%AD%89%E3%80%85%E5%8A%9B-washoku-sato-kawasakitodoroki/hT04UgaDRFmBaZuSA8-v4A
ヒマラヤンカレーニルヴァーナ Himalayan Curry NIRVANA,Japan 〒 Kanagawa-Ken Kawasaki-Shi Saiwai-Ku Kashimada 1 Chome−18−6 KSビル 2F,35.55102520000001,139.6757199,11:00,23:00,4.4,22.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4%E3%83%B3%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8B%E3%83%AB%E3%82%A6%E3%82%A1%E3%83%BC%E3%83%8A-himalayan-curry-nirvana/QTSFfGZ8Rhiaep3wpScEyw
丼専門店丼ライダー BOWL RIDER,神奈川県横浜市港北区下田町4-9-6 第一吉原ハイツ2号 Kanagawa,35.5582689,139.62925280000002,11:00,22:00,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%BC%E5%B0%82%E9%96%80%E5%BA%97%E4%B8%BC%E3%83%A9%E3%82%A4%E3%82%BF%E3%83%BC-bowl-rider/pF5prEyoT7SDhkDfOjYtxw
サイキッチン SAIKITCHEN,2-Chōme-25-5 Tsunashimanishi Kohoku Ward Yokohama Kanagawa  Japan 1F,35.536371,139.62717419999998,11:00,15:00,4.5,40.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%82%A4%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-saikitchen/Oob_uzCsTJ-Wl3SyKv5igQ
（ハラル）インド・パキスタン料理専門店 パンジャビ ダバ （HALAL） Indian&PakistanRestaurant Punjabi Dhaba,川崎市中原区 小杉町1-519 田原ビル1F Kawasaki,35.579097,139.659222,11:00,22:00,4.7,101.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%A9%E3%83%AB%E3%82%A4%E3%83%B3%E3%83%88%E3%83%BB%E3%83%8F%E3%82%AD%E3%82%B9%E3%82%BF%E3%83%B3%E6%96%99%E7%90%86%E5%B0%82%E9%96%80%E5%BA%97-%E3%83%8F%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%92-%E3%82%BF%E3%83%8F-halal-indian%26pakistanrestaurant-punjabi-dhaba/c5p_3_StTYiVuKxddl_K6A
カフェ いっすい Cafe Issui,1 Chome-18-17 Hiyoshihonchō Kōhoku-Ku Yokohama-Shi Kanagawa-Ken  Japan 2A,35.55370010000001,139.64485280000002,11:00,17:20,4.4,22.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%95%E3%82%A7-%E3%81%84%E3%81%A3%E3%81%99%E3%81%84-cafe-issui/OmtHnH4jTwGqAo7ALZ8KBg
南インドダイニング ラニー South India Dining,神奈川県川崎市中原区北谷町46 さつきビル1F Tokyo,35.5619852,139.67097959999998,10:30,22:30,4.5,87.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%97%E3%82%A4%E3%83%B3%E3%83%88%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF-%E3%83%A9%E3%83%8B%E3%83%BC-south-india-dining/zuP7KC68SGG6w2suk9Ltlg
本格インド料理&バー アグラ Agra,日本、〒 神奈川県横浜市港北区菊名６丁目１２−１２ 神奈川県,35.513542,139.632063,11:00,22:00,4.5,39.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9C%AC%E6%A0%BC%E3%82%A4%E3%83%B3%E3%83%88%E6%96%99%E7%90%86%26%E3%83%8F%E3%83%BC-%E3%82%A2%E3%82%AF%E3%83%A9-agra/ibJTWdJHTPeHMxYD41pKNg
フォルクス 鶴見寺尾店 VOLKS Tsurumi Terao,神奈川県横浜市鶴見区諏訪坂5-37,35.5156786,139.6662691,11:00,23:00,4.5,81.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%82%A9%E3%83%AB%E3%82%AF%E3%82%B9-%E9%B6%B4%E8%A6%8B%E5%AF%BA%E5%B0%BE%E5%BA%97-volks-tsurumi-terao/TzSHxMYrQRC8XGPH5XKgPQ
Sガスト 日吉店 S Gusto Hiyoshi,神奈川県横浜市港北区日吉本町１丁目３－２,35.5538196,139.645447,11:00,23:00,4.7,135.0,https://www.ubereats.com/jp/yokohama/food-delivery/s%E3%82%AB%E3%82%B9%E3%83%88-%E6%97%A5%E5%90%89%E5%BA%97-s-gusto-hiyoshi/0oBTOBHIQMuKPNGB0z1stQ
てっぱん。 Teppan.,5 Chome-4-12 Tsunashimanishi Kōhoku-Ku Yokohama-Shi Kanagawa-ken,35.545762700000004,139.62730469999997,11:30,21:00,4.4,59.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%A6%E3%81%A3%E3%81%AF%E3%82%93%E3%80%82-teppan/TH8Pq_FeQ2icwFoUkJVtIw
