店名,住所,緯度,経度,開始,終了,点数,レビュー数,URL
なか卯 港北樽町店 Nakau Kohoku-Tarumachi,神奈川県横浜市港北区樽町3-2-30,35.530937200000004,139.6411122,10:00,23:00,4.5,142.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%AA%E3%81%8B%E5%8D%AF-%E6%B8%AF%E5%8C%97%E6%A8%BD%E7%94%BA%E5%BA%97-nakau-kohoku-tarumachi/V8Q8324MTeC0XsrNcaUJbQ
キッチンオリジン 日吉店 Kitchen Origin Hiyoshi,神奈川県横浜市港北区日吉3-2-15 Kanagawa,35.557471899999996,139.64994430000002,10:00,22:00,4.5,35.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%97%A5%E5%90%89%E5%BA%97-kitchen-origin-hiyoshi/myJbQoxgT6qVhAyhEieleg
天丼てんや 綱島 Tendon tenya Tsunashima,神奈川県横浜市港北区綱島西1-11-4 綱島ｵｰｸﾗﾋﾞﾙⅡ Kanagawa,35.5370011,139.633612,11:00,21:00,4.4,118.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A9%E4%B8%BC%E3%81%A6%E3%82%93%E3%82%84-%E7%B6%B1%E5%B3%B6-tendon-tenya-tsunashima/LMUU1lyuSOO652uRBPsANQ
ガスト 南加瀬店 Gusto Minami Kase,神奈川県川崎市幸区南加瀬２丁目７－１８,35.5497285,139.65938500000001,10:30,22:00,4.5,136.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-gusto-minami-kase/dQBgmN-kQqqLvvQrybSLVg
バーミヤン 下平間店 Bamiyan Shimohirama,神奈川県川崎市幸区下平間３１３,35.547903399999996,139.6840023,10:30,22:00,4.4,171.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E4%B8%8B%E5%B9%B3%E9%96%93%E5%BA%97-bamiyan-shimohirama/YuHC6n6nSwerxnQP4nzIvw
から好し 綱島店 Karayoshi Tsunashima,神奈川県横浜市港北区綱島西1丁目8-17,35.536840500000004,139.6335914,11:00,22:30,4.5,354.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%82%89%E5%A5%BD%E3%81%97-%E7%B6%B1%E5%B3%B6%E5%BA%97-karayoshi-tsunashima/OJFsCpZdQ-6Xzkxf3dGJPg
万豚記ビーンズ武蔵中原 wanzhuji Bīnzu Musashinakahara,川崎市中原区上小田中4-2-1 ビ-ンズ武蔵中原1F Kanagawa,35.581375799999996,139.6409824,11:00,22:30,4.5,122.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%87%E8%B1%9A%E8%A8%98%E3%83%92%E3%83%BC%E3%83%B3%E3%82%B9%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F-wanzhuji-binzu-musashinakahara/u2b7_gMNRPuhd8MYLdTqrg
すき家 港北箕輪町店 Sukiya Kouhoku Minowacho,横浜市港北区箕輪町2-5-5,35.5436128,139.6420771,09:00,23:59,4.4,93.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E6%B8%AF%E5%8C%97%E7%AE%95%E8%BC%AA%E7%94%BA%E5%BA%97-sukiya-kouhoku-minowacho/-q8yXBB-S7y-BW6Fk7MktQ
クレープショップサル 川崎新丸子店 Crepe Shop SARU KawasakiShinnmarukoTenn,川崎市中原区 新丸子町649,35.58147406694478,139.66222534868754,10:30,21:00,4.6,189.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%95%E3%82%B7%E3%83%A7%E3%83%83%E3%83%95%E3%82%B5%E3%83%AB-%E5%B7%9D%E5%B4%8E%E6%96%B0%E4%B8%B8%E5%AD%90%E5%BA%97-crepe-shop-saru-kawasakishinnmarukotenn/AiW3j8BhR9eDiZ3xW66ptg
そば処 たつ吉 Japanese Noodle TATSUKICHI,神奈川県横浜市港北区日吉本町1丁目23-3 1F Yokohama,35.5528251,139.646146,11:30,22:00,4.5,155.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%9D%E3%81%AF%E5%87%A6-%E3%81%9F%E3%81%A4%E5%90%89-japanese-noodle-tatsukichi/Q_k2ZnpoRaK_1n197p79KA
ベッカーズ 武蔵小杉店 Becker's Musashi-Kosugi,神奈川県川崎市中原区小杉町3-492 JR武蔵小杉駅改札外 北口ロータリー,35.57678097863471,139.6591589919707,11:00,20:00,4.4,189.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%98%E3%83%83%E3%82%AB%E3%83%BC%E3%82%B9-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-beckers-musashi-kosugi/nqWm8MVYSpWJXQv1omaihQ
スシロー 横浜鶴見店 Sushiro YOKOHAMA TSURUMI,神奈川県横浜市鶴見区梶山1-5-14,35.526193,139.660511,10:30,22:30,4.3,459.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%82%B7%E3%83%AD%E3%83%BC-%E6%A8%AA%E6%B5%9C%E9%B6%B4%E8%A6%8B%E5%BA%97-sushiro-yokohama-tsurumi/yve3Os2yS3-XwFl7pr7EmA
はま寿司 日吉店 Hamazushi Hiyoshi,神奈川県川崎市中原区木月四丁目31番7号 リンコー日吉ビル1階,35.5590088,139.6517927,11:00,22:00,4.3,166.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%AF%E3%81%BE%E5%AF%BF%E5%8F%B8-%E6%97%A5%E5%90%89%E5%BA%97-hamazushi-hiyoshi/isH66YsOSjmblAQ6VQWGng
吉野家 元住吉駅前 Yoshinoya MOTOSUMIYOSHI-EKIMAE,神奈川県川崎市中原区木月2-3-1,35.5649842,139.65462380000002,10:00,23:00,4.7,150.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E5%85%83%E4%BD%8F%E5%90%89%E9%A7%85%E5%89%8D-yoshinoya-motosumiyoshi-ekimae/iJf6EXocTS2I05ISd57fig
ガスト 武蔵小杉駅前店 Gusto Musashi Kosugi,神奈川県川崎市中原区小杉町１丁目４０３番地 小杉ビルディング２Ｆ,35.576870286391845,139.65891587519448,10:30,22:00,4.4,154.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E9%A7%85%E5%89%8D%E5%BA%97-gusto-musashi-kosugi/68iITecGQP-GRmJEOhCTkA
なか卯 武蔵中原店 Nakau Musashi-Nakahara,神奈川県川崎市中原区上小田中6-17-7,35.5792345,139.6447905,10:00,21:15,4.5,352.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%AA%E3%81%8B%E5%8D%AF-%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E5%BA%97-nakau-musashi-nakahara/XE8PaiYeTK6-M-Q9Ezeugg
情熱のすためしどんどん 新丸子 Sutameshidondon Shinmaruko,神奈川県川崎市中原区新丸子東1-772 藤川ﾋﾞﾙ1F Kanagawa,35.5803846,139.6621692,11:00,22:00,4.4,243.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%83%85%E7%86%B1%E3%81%AE%E3%81%99%E3%81%9F%E3%82%81%E3%81%97%E3%81%A8%E3%82%93%E3%81%A8%E3%82%93-%E6%96%B0%E4%B8%B8%E5%AD%90-sutameshidondon-shinmaruko/T7Fa_secRD6W66-9f1BweQ
川湘楼 Kawsashoro,日本、〒 神奈川県川崎市中原区新丸子町９１１−１ ユニーブル小杉2f,35.5783721,139.6606351,10:30,22:45,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%B7%9D%E6%B9%98%E6%A5%BC-kawsashoro/yXzU_4T6TqSza-sr1BgO_w
アリトル 元住吉店 A'LITTLE MOTOSUMIYOSHI,神奈川県 川崎市 中原区 木月3丁目6-18 Kanagawa,35.5654836,139.6508807,11:00,21:30,4.7,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A2%E3%83%AA%E3%83%88%E3%83%AB-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-alittle-motosumiyoshi/r5Tnz0vIQmGpAH0m770Ynw
MeTeaタピオカ平間店,神奈川県 川崎市 中原区 田尻町58 小林ビル1階 Kanagawa,35.5600534,139.6723352,11:00,21:30,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/metea%E3%82%BF%E3%83%92%E3%82%AA%E3%82%AB%E5%B9%B3%E9%96%93%E5%BA%97/brAsKjt4TXCLpXv6xizROQ
新丸子カレー工房パルコ Parco Curry,Nakahara-Ku Shinmarukomachi 738 Kawasaki-Shi Kanagawa-ken,35.580484000000006,139.661651,11:45,20:45,4.7,201.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%96%B0%E4%B8%B8%E5%AD%90%E3%82%AB%E3%83%AC%E3%83%BC%E5%B7%A5%E6%88%BF%E3%83%8F%E3%83%AB%E3%82%B3-parco-curry/d5bmpJyvSWqjcyj6SuFuHQ
バーミヤン 武蔵小杉店 Bamiyan Musashi Kosugi,神奈川県川崎市中原区今井仲町４－３１,35.5769015,139.6509345,10:30,22:00,4.4,432.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-bamiyan-musashi-kosugi/ZsbAOJktS4iy0rpst0X6TA
横浜家系ラーメン 綱島商店 Pork bone soup ramen,神奈川県横浜市港北区綱島西1-1-29 ボナール・フジ1F Kanagawa,35.536390000000004,139.63449980000001,14:00,22:00,4.3,385.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%A8%AA%E6%B5%9C%E5%AE%B6%E7%B3%BB%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3-%E7%B6%B1%E5%B3%B6%E5%95%86%E5%BA%97-pork-bone-soup-ramen/BcnDvNYeQ6ylxgnAqkCaYA
64(ロクヨン)ダイナー 日吉バーガー 64diner Hiyoshi-burger,1 Chome-1-3 Hiyoshihonchō Kōhoku-Ku  B1 Yokohama-Shi Kanagawa-ken,35.553683,139.646067,11:30,22:55,4.3,91.0,https://www.ubereats.com/jp/yokohama/food-delivery/64%E3%83%AD%E3%82%AF%E3%83%A8%E3%83%B3%E3%82%BF%E3%82%A4%E3%83%8A%E3%83%BC-%E6%97%A5%E5%90%89%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-64diner-hiyoshi-burger/oKuUSfKZRemE28xNS1K6Yw
丼丸 元住吉  Bay Donmaru Motosumiyoshi,神奈川県川崎市中原区井田中ノ町2-1 Yokohama,35.565453600000005,139.6477467,11:00,21:45,4.5,368.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%BC%E4%B8%B8-%E5%85%83%E4%BD%8F%E5%90%89-bay-donmaru-motosumiyoshi/ZddbPrHMTyu1s1keuR0Hug
ピザハット 木月 Pizza Hut KIZUKI,神奈川県川崎市中原区木月４−５−３,35.56002739636271,139.6543500125282,11:00,22:00,4.5,166.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%82%B5%E3%83%8F%E3%83%83%E3%83%88-%E6%9C%A8%E6%9C%88-pizza-hut-kizuki/csHBBeVVT1SVxqWZ-IQXVQ
麺場ハマトラ 日吉店 Menba Hamatora Hiyoshi,Hamatora Hiyoshi Shop 1F Kōhoku-Ku Kanagawa-ken,35.555392,139.64515600000001,12:00,20:00,4.5,105.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%BA%BA%E5%A0%B4%E3%83%8F%E3%83%9E%E3%83%88%E3%83%A9-%E6%97%A5%E5%90%89%E5%BA%97-menba-hamatora-hiyoshi/xWz9GycQS92vdDKJRwxSmQ
Me Tea,中原区上新城2-8-22 三井ビル１階,35.5875943418719,139.63053691861742,11:00,22:00,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/me-tea/RwedLRzuQxuqtLb-2LGOpA
大戸屋ごはん処 元住吉駅前店 Ootoya MOTOSUMIYOSHI,Japan 〒 Kanagawa-Ken Kawasaki-Shi Nakahara-Ku Kizuki 1 Chome−36−12,35.56460089999999,139.6537128,11:00,22:30,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A7%E6%88%B8%E5%B1%8B%E3%81%93%E3%81%AF%E3%82%93%E5%87%A6-%E5%85%83%E4%BD%8F%E5%90%89%E9%A7%85%E5%89%8D%E5%BA%97-ootoya-motosumiyoshi/Dmj-NbM5S3qgcx949jnbGw
からやま 武蔵小杉店 Karayama MUSASHI-KOSUGI,神奈川県川崎市中原区小杉町3-472 武蔵小杉東急スクエア ステーションマーケット,35.5758915,139.65941719999998,10:30,22:00,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%82%89%E3%82%84%E3%81%BE-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-karayama-musashi-kosugi/vNWLv-GISt-J3Qwdjp9Dbw
ファーストキッチン 日吉店 First Kitchen HIYOSHI,神奈川県横浜市港北区日吉本町１－１－６ HIKARUビル１F,35.5537686,139.64621,10:00,22:00,4.4,384.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E6%97%A5%E5%90%89%E5%BA%97-first-kitchen-hiyoshi/4ZftmrSsSgSorVm9GFC0GA
メイド イン ハンズ,神奈川県横浜市港北区日吉2-2-16 第一マルシンビル2階 Kanagawa,35.5541189,139.6466261,11:30,21:30,4.0,12.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A1%E3%82%A4%E3%83%88-%E3%82%A4%E3%83%B3-%E3%83%8F%E3%83%B3%E3%82%B9/cc_DhV1XR3SnmeZCIqzrxg
カレーハウス CoCo壱番屋 港北区日吉中央通り Curry House CoCo Ichibanya Kouhokuku Hiyoshichuodori,神奈川県横浜市港北区日吉本町1-16 ﾏｲｷｬｯｽﾙ日吉1階 Kanagawa,35.5539249,139.6439539,11:00,23:00,4.6,225.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9-coco%E5%A3%B1%E7%95%AA%E5%B1%8B-%E6%B8%AF%E5%8C%97%E5%8C%BA%E6%97%A5%E5%90%89%E4%B8%AD%E5%A4%AE%E9%80%9A%E3%82%8A-curry-house-coco-ichibanya-kouhokuku-hiyoshichuodori/geeOcwkIR1ihdYzmlaiiwg
天丼てんや 日吉 Tendon tenya Hiyoshi,神奈川県横浜市港北区日吉本町1-2-2 Kanagawa,35.553704100000004,139.6458369,11:00,21:00,4.6,162.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A9%E4%B8%BC%E3%81%A6%E3%82%93%E3%82%84-%E6%97%A5%E5%90%89-tendon-tenya-hiyoshi/L7TbiTrxQKWbFn6dr3njCQ
Omuricecafé Yellowgourmet 平間 Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,4.5,19.0,https://www.ubereats.com/jp/yokohama/food-delivery/omuricecafe-yellowgourmet-%E5%B9%B3%E9%96%93-hirama/uhQu_bMwQpeNf71JdkiKlA
牛たん専門店せんり 平間 Gyutan Senri Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,4.2,30.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%81%9F%E3%82%93%E5%B0%82%E9%96%80%E5%BA%97%E3%81%9B%E3%82%93%E3%82%8A-%E5%B9%B3%E9%96%93-gyutan-senri-hirama/YfAUSxabTzuIV4ycmAgNcg
バーガーズカフェグリルフクヨシ 平間 Burgers Cafe Grill Fukuyoshi Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,4.2,29.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%B9%E3%82%AB%E3%83%95%E3%82%A7%E3%82%AF%E3%83%AA%E3%83%AB%E3%83%95%E3%82%AF%E3%83%A8%E3%82%B7-%E5%B9%B3%E9%96%93-burgers-cafe-grill-fukuyoshi-hirama/zpbT_STDQJ-RDGMCqzQETQ
神保町ビーフ 平間 Jinbocho Beef Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.559631599999996,139.6754851,11:00,21:00,4.5,47.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A5%9E%E4%BF%9D%E7%94%BA%E3%83%92%E3%83%BC%E3%83%95-%E5%B9%B3%E9%96%93-jinbocho-beef-hirama/5B7AEHyFSu6HrdH0-wSgFw
キッチンオリジン 平間 Kitchen Origin Hirama,神奈川県川崎市中原区田尻町21-1 Kanagawa,35.5608455,139.6713409,10:00,22:00,4.6,21.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E5%B9%B3%E9%96%93-kitchen-origin-hirama/AUQbQv6WRBOTc5PXwSoRIw
松屋 日吉店 Matsuya Hiyoshi,神奈川県横浜市港北区日吉本町1-20-2 Kanagawa,35.5531342,139.645836,10:00,22:30,4.5,170.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E6%97%A5%E5%90%89%E5%BA%97-matsuya-hiyoshi/gjEY3RKQS2a61-hQ4_Ulog
フレッシュネスバーガー 元住吉店 Freshness Burger Motosumiyoshi,神奈川県川崎市中原区木月2-5-3,35.564718,139.654874,10:00,21:00,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%8D%E3%82%B9%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-freshness-burger-motosumiyoshi/ax05F8q0SayXGZ9mDlmeXA
スターバックス コーヒー 日吉店 Starbucks Coffee Hiyoshi,神奈川県横浜市港北区日吉2-2-3山村ビル 1f,35.5538809,139.646452,09:00,21:30,4.7,158.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%83%E3%82%AF%E3%82%B9-%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC-%E6%97%A5%E5%90%89%E5%BA%97-starbucks-coffee-hiyoshi/UnyZUhWjRdq1jbuWoHywTg
からやま 日吉店 Karayama HIYOSHI,神奈川県横浜市港北区日吉本町1-3-3 力亭ビル１階東号,35.553836700000005,139.6453188,10:30,22:00,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%82%89%E3%82%84%E3%81%BE-%E6%97%A5%E5%90%89%E5%BA%97-karayama-hiyoshi/gqJViZhPTbSuTmX1mzVN5w
バーガーキング 綱島駅前店 Burger King TSUNASHIMA-STATION,神奈川県横浜市港北区綱島東1-2-6 Kanagawa,35.5362299,139.6347488,10:00,21:00,4.4,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%AF-%E7%B6%B1%E5%B3%B6%E9%A7%85%E5%89%8D%E5%BA%97-burger-king-tsunashima-station/X28DiJo9QiakMf8EH1-YqQ
ケンタッキーフライドチキン 南加瀬店 Kentucky Fried Chicken MINAMIKASE,神奈川県川崎市幸区南加瀬４−３０−１７,35.541771999999995,139.661563,10:30,21:00,4.5,492.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88%E3%83%81%E3%82%AD%E3%83%B3-%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-kentucky-fried-chicken-minamikase/-J_Bj_WNR2C-WbhhkeEHxQ
マクドナルド 日吉駅前店 McDonald's HIYOSHI EKIMAE,神奈川県横浜市港北区日吉本町１－２２－１,35.553197,139.646386,10:30,23:00,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E6%97%A5%E5%90%89%E9%A7%85%E5%89%8D%E5%BA%97-mcdonalds-hiyoshi-ekimae/OWlZ0YLcSVe66_dC_dIL2w
boba tea 武蔵新城店 boba tea Musashishinjo,日本、〒 神奈川県川崎市中原区上新城２丁目７−１９ 神奈川県,35.58829869999999,139.630427,10:00,22:50,4.6,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/boba-tea-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-boba-tea-musashishinjo/djXwc14ZSy-H7VMsfEiFIg
お好み焼き コナモン Okonomiyaki KONAMON,Nakahara-Ku Kamikodanaka 6 Chome−22 Kawasaki-Shi Kanagawa-ken,35.581268,139.641874,11:00,22:00,4.4,186.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8A%E5%A5%BD%E3%81%BF%E7%84%BC%E3%81%8D-%E3%82%B3%E3%83%8A%E3%83%A2%E3%83%B3-okonomiyaki-konamon/J0i3G4ogT9iOCgTFsTekkg
中津しょうゆ からあげ専門店 鶏笑 川崎上平間店 Torisho KAWASAKI-KAMIHIRAMA,神奈川県川崎市中原区上平間1340 高橋ハイツ101,35.55762939781117,139.67683553063077,11:00,21:00,4.3,26.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%AD%E6%B4%A5%E3%81%97%E3%82%87%E3%81%86%E3%82%86-%E3%81%8B%E3%82%89%E3%81%82%E3%81%91%E5%B0%82%E9%96%80%E5%BA%97-%E9%B6%8F%E7%AC%91-%E5%B7%9D%E5%B4%8E%E4%B8%8A%E5%B9%B3%E9%96%93%E5%BA%97-torisho-kawasaki-kamihirama/zdZ1BzyIROqh4VfawMsSTw
松屋 鹿島田店 Matsuya Kashimada,神奈川県川崎市幸区下平間135,35.551264,139.676344,10:00,22:30,4.4,76.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E9%B9%BF%E5%B3%B6%E7%94%B0%E5%BA%97-matsuya-kashimada/uC9NdnOaR32_JgGvWG2RkQ